Dataset_ID,Batch,Role,Question,Answer,Validator_1,Validator_2,Validator_3,Final_Label,Validation_Agreement
IQ-0449,23,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0450,23,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0451,23,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0452,23,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Strong,Weak,Strong,Strong,Majority
IQ-0453,23,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Strong,Strong,Strong,Majority
IQ-0454,23,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0455,23,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Strong,Weak,Average,Strong,Majority
IQ-0456,23,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0457,23,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0458,23,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0459,23,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Weak,Average,Strong,Majority
IQ-0460,23,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Strong,Strong,Majority
IQ-0461,24,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0462,24,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Strong,Strong,Majority
IQ-0463,24,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Average,Weak,Strong,Average,Majority
IQ-0464,24,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0465,24,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0466,24,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Weak,Weak,Average,Weak,Majority
IQ-0467,24,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0468,24,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0469,24,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Average,Weak,Strong,Average,Majority
IQ-0470,24,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0471,24,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Average,Weak,Majority
IQ-0472,24,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Strong,Average,Average,Average,Majority
IQ-0473,24,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Average,Average,Majority
IQ-0474,24,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Strong,Strong,Unanimous
IQ-0475,24,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0476,24,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Weak,Average,Weak,Majority
IQ-0477,24,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0478,24,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Weak,Strong,Average,Weak,Majority
IQ-0479,24,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0480,24,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Strong,Average,Majority
IQ-0481,25,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0482,25,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Strong,Strong,Majority
IQ-0483,25,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Average,Weak,Average,Average,Majority
IQ-0484,25,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0485,25,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Average,Average,Majority
IQ-0486,25,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0487,25,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Average,Average,Majority
IQ-0488,25,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0489,25,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Average,Strong,Average,Average,Majority
IQ-0490,25,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0491,25,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Strong,Strong,Majority
IQ-0492,25,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0493,25,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Weak,Strong,Weak,Majority
IQ-0494,25,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0495,25,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Average,Average,Average,Average,Unanimous
IQ-0496,25,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0497,25,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Strong,Strong,Majority
IQ-0498,25,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Average,Weak,Strong,Average,Majority
IQ-0499,25,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0500,25,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Weak,Strong,Strong,Majority
IQ-0501,26,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0502,26,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Weak,Strong,Strong,Majority
IQ-0503,26,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Strong,Average,Average,Average,Majority
IQ-0504,26,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0505,26,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0506,26,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0507,26,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0508,26,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Weak,Strong,Weak,Majority
IQ-0509,26,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Strong,Strong,Average,Strong,Majority
IQ-0510,26,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Average,Strong,Majority
IQ-0511,26,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0512,26,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Average,Weak,Strong,Average,Majority
IQ-0513,26,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Weak,Strong,Weak,Majority
IQ-0514,26,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0515,26,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Weak,Strong,Average,Weak,Majority
IQ-0516,26,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0517,26,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0518,26,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Weak,Strong,Average,Weak,Majority
IQ-0519,26,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Average,Strong,Weak,Majority
IQ-0520,26,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Strong,Strong,Unanimous
IQ-0521,27,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0522,27,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0523,27,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0524,27,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0525,27,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Weak,Average,Strong,Majority
IQ-0526,27,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0527,27,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Strong,Strong,Majority
IQ-0528,27,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Strong,Strong,Majority
IQ-0529,27,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Weak,Strong,Strong,Strong,Majority
IQ-0530,27,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Weak,Average,Strong,Majority
IQ-0531,27,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0532,27,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Average,Strong,Strong,Strong,Majority
IQ-0533,27,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0534,27,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0535,27,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Average,Strong,Average,Average,Majority
IQ-0536,27,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0537,27,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Weak,Strong,Strong,Majority
IQ-0538,27,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Strong,Strong,Strong,Strong,Unanimous
IQ-0539,27,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Weak,Average,Average,Average,Majority
IQ-0540,27,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0541,28,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0542,28,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Average,Average,Majority
IQ-0543,28,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0544,28,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Strong,Average,Majority
IQ-0545,28,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Strong,Strong,Majority
IQ-0546,28,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0547,28,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0548,28,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0549,28,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Average,Average,Average,Average,Unanimous
IQ-0550,28,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Average,Average,Majority
IQ-0551,28,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0552,28,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Strong,Strong,Average,Strong,Majority
IQ-0553,28,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Average,Average,Majority
IQ-0554,28,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Average,Average,Average,Majority
IQ-0555,28,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Weak,Strong,Average,Weak,Majority
IQ-0556,28,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Average,Average,Unanimous
IQ-0557,28,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Average,Weak,Majority
IQ-0558,28,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Average,Strong,Average,Average,Majority
IQ-0559,28,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0560,28,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Weak,Strong,Strong,Majority
IQ-0561,29,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0562,29,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Weak,Average,Average,Majority
IQ-0563,29,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Strong,Strong,Weak,Strong,Majority
IQ-0564,29,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Strong,Strong,Majority
IQ-0565,29,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0566,29,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Average,Average,Average,Average,Unanimous
IQ-0567,29,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Strong,Average,Majority
IQ-0568,29,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Strong,Strong,Unanimous
IQ-0569,29,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Strong,Strong,Average,Strong,Majority
IQ-0570,29,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Average,Average,Strong,Average,Majority
IQ-0571,29,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Weak,Average,Weak,Majority
IQ-0572,29,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Strong,Average,Weak,Strong,Majority
IQ-0573,29,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Strong,Weak,Average,Majority
IQ-0574,29,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Weak,Strong,Average,Weak,Majority
IQ-0575,29,Data Analyst,"For a Data Analyst interview, how would you explain dashboards?","I have heard of dashboards, but I cannot explain it clearly right now.",Strong,Average,Strong,Strong,Majority
IQ-0576,29,Data Analyst,"For a Data Analyst interview, how would you explain correlation versus causation?","I would explain correlation versus causation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Average,Weak,Strong,Average,Majority
IQ-0577,29,Data Analyst,"For a Data Analyst interview, how would you explain data warehouses?","I know data warehouses is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0578,29,Data Analyst,"For a Data Analyst interview, how would you explain outlier detection?","I have heard of outlier detection, but I cannot explain it clearly right now.",Strong,Strong,Strong,Strong,Unanimous
IQ-0579,29,Data Analyst,"For a Data Analyst interview, how would you explain data validation?","I would explain data validation clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Average,Average,Average,Majority
IQ-0580,29,Data Analyst,"For a Data Analyst interview, how would you explain business reporting?","I know business reporting is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Strong,Strong,Strong,Majority
IQ-0581,30,Software Developer,"For a Software Developer interview, how would you explain object-oriented programming?","I would explain object-oriented programming clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Average,Strong,Majority
IQ-0582,30,Software Developer,"For a Software Developer interview, how would you explain APIs?","I know APIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Strong,Average,Majority
IQ-0583,30,Software Developer,"For a Software Developer interview, how would you explain authentication and authorization?","I have heard of authentication and authorization, but I cannot explain it clearly right now.",Strong,Strong,Strong,Strong,Unanimous
IQ-0584,30,Software Developer,"For a Software Developer interview, how would you explain Git version control?","I would explain Git version control clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Weak,Strong,Majority
IQ-0585,30,Software Developer,"For a Software Developer interview, how would you explain unit testing?","I know unit testing is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Average,Average,Average,Average,Unanimous
IQ-0586,30,Software Developer,"For a Software Developer interview, how would you explain debugging production errors?","I have heard of debugging production errors, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0587,30,Software Developer,"For a Software Developer interview, how would you explain REST APIs?","I would explain REST APIs clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Average,Strong,Majority
IQ-0588,30,Software Developer,"For a Software Developer interview, how would you explain dependency injection?","I know dependency injection is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0589,30,Software Developer,"For a Software Developer interview, how would you explain code review?","I have heard of code review, but I cannot explain it clearly right now.",Average,Average,Strong,Average,Majority
IQ-0590,30,Software Developer,"For a Software Developer interview, how would you explain software design patterns?","I would explain software design patterns clearly, connect it to a real Software Developer task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0591,30,Data Analyst,"For a Data Analyst interview, how would you explain data cleaning?","I know data cleaning is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Strong,Average,Strong,Majority
IQ-0592,30,Data Analyst,"For a Data Analyst interview, how would you explain SQL JOINs?","I have heard of SQL JOINs, but I cannot explain it clearly right now.",Average,Average,Weak,Average,Majority
IQ-0593,30,Data Analyst,"For a Data Analyst interview, how would you explain primary keys?","I would explain primary keys clearly, connect it to a real Data Analyst task, give an appropriate example, and mention why it improves quality or decisions.",Strong,Strong,Strong,Strong,Unanimous
IQ-0594,30,Data Analyst,"For a Data Analyst interview, how would you explain KPIs?","I know KPIs is important in this role. It helps with the work, but I would need to check some details before explaining it fully.",Strong,Weak,Average,Strong,Majority
